SNo,Brief Description of the grievance,Category,Label
2654,मेरो छिमेकीले मेरो घरमा हेरेर हाँसे। उहाँलाई हाँस्न बन्द गर्न भन्नुहोस्।,Nagar Prahari,not_genuine
2655,My dog thinks he is a police dog. He is trying to arrest the mailman. Please stop him.,Nagar Prahari,not_genuine
2656,Mero jutta ma chikana lagyo. Safa garna madat chahiyo.,Nagar Prahari,not_genuine
2657,मैले आज बिहान चिया बनाउँदा चिनी सकियो। चिनी किनेर ल्याइदिनुहोस्।,Nagar Prahari,not_genuine
2658,My online game account was hacked. Please recover it for me.,Nagar Prahari,not_genuine
2659,Mero chhora le mero mobile hideko chha. Kahan lukayo khoj dinu paryo.,Nagar Prahari,not_genuine
2660,मेरो टोलमा बिहान-बिहान रेडियोमा धेरै गीत बज्छ। यसलाई रोक्नुपर्छ।,Nagar Prahari,not_genuine
2661,I lost my favorite sock. Can the police find it for me?,Nagar Prahari,not_genuine
2662,Mero ghar ma musa le khana khayio. Musa lai samatne kam garnu paryo.,Nagar Prahari,not_genuine
2663,मेरो श्रीमान्ले मलाई खाना बनाउन लगाउनुहुन्छ। यसमा रोक लगाइदिनुपर्‍यो।,Nagar Prahari,not_genuine
2664,The neighbor's cat is staring at me. I feel threatened. Please remove the cat.,Nagar Prahari,not_genuine
2665,Mero ghar ma batti gayo. Generator chalauna aaudaina. Madat chahiyo.,Nagar Prahari,not_genuine
2666,मैले नुहाउन पानी तताउँदा धेरै समय लाग्यो। यो पानी तताउनेलाई कारबाही हुनुपर्छ।,Nagar Prahari,not_genuine
2667,My internet is slow. Can you send someone to fix my Wi-Fi router immediately?,Nagar Prahari,not_genuine
2668,Mero sathi le mero secret disclose garidiyo. Uslai jail halidinu paryo.,Nagar Prahari,not_genuine
2669,मेरो छिमेकीले धेरै फूल रोप्छन्। यसले गर्दा मेरो घरमा किरा आउँछ।,Nagar Prahari,not_genuine
2670,I dreamt that someone stole my money. I need protection for my dreams.,Nagar Prahari,not_genuine
2671,Mero jhyal bata dhulo aayo. Dhulo lai rokna paryo.,Nagar Prahari,not_genuine
2672,सडकमा गाडीको हर्नले मेरो मुटु दुख्यो। हर्न बजाउन निषेध गर्नुपर्छ।,Nagar Prahari,not_genuine
2673,My cat is refusing to eat her expensive cat food. Can you investigate her eating habits?,Nagar Prahari,not_genuine
2674,Mero chhora le mobile game ma dherai paisa kharcha garyo. Mobile game ban garaidinu paryo.,Nagar Prahari,not_genuine
2675,मैले बिहान खाना खाएँ तर मेरो पेट अझै खाली छ। यो खानेकुरालाई कारबाही हुनुपर्छ।,Nagar Prahari,not_genuine
2676,The crows are cawing too loudly. Can you give them a warning?,Nagar Prahari,not_genuine
2677,Mero mobile ko wallpaper ma mero photo ramro aayena. Ramro photo khichna sikaunu paryo.,Nagar Prahari,not_genuine
2678,Aakash ma indreni niklenna. Aja indreni nikalidinu paryo.,Environment,not_genuine
2679,आज बिहान हावामा धेरै चिसो थियो। यसलाई तातो बनाउनुपर्छ।,Environment,not_genuine
2680,The sun is too bright today. Can you dim it down a bit?,Environment,not_genuine
2681,Mero ghar najikai ko phool le malai allergy bhayo. Tyo phool lai hataidinu paryo.,Environment,not_genuine
2682,चराहरूले मेरो कौसीमा धेरै गाह्रो आवाज निकाल्छन्। तिनीहरूलाई चुप लगाउनुपर्छ।,Environment,not_genuine
2683,My neighbor's plants are growing too tall. They are blocking my view of the sky.,Environment,not_genuine
2684,Khola ma paani dherai bagyo. Sabai paani bachaut raakhnu paryo.,Environment,not_genuine
2685,माटो धेरै गिलो भयो। यसलाई सुक्खा बनाउने उपाय चाहियो।,Environment,not_genuine
2686,The clouds are not fluffy enough. Can you make them softer and more artistic?,Environment,not_genuine
2687,Hawa ma dhulo dherai chha. Hawa lai dhulo rahit banaunu paryo.,Environment,not_genuine
2688,जंगलमा जनावरहरू धेरै बस्छन्। तिनीहरूलाई जनसंख्या नियन्त्रण गर्नुपर्छ।,Environment,not_genuine
2689,My garden hose is leaking. The water is going to waste. Please fix the ozone layer.,Environment,not_genuine
2690,Barsha dherai paryo. Mero ghar ko chhat bata pani churiyo. Chhat lai pakka banaunu paryo.,Environment,not_genuine
2691,मेरो घरको अगाडिको रूखले पात झार्छ। पात झार्न बन्द गर्नुपर्छ।,Environment,not_genuine
2692,The sound of the wind is too loud. It keeps me awake at night. Please silence it.,Environment,not_genuine
2693,Himal dherai chiso chha. Yeslai halka taato banaunu paryo.,Environment,not_genuine
2694,"नदीमा माछाहरू धेरै छन्। यिनीहरूले पानी फोहोर गर्छन्, माछालाई अन्यत्र सार्नुपर्छ।",Environment,not_genuine
2695,I don't like the smell of rain. Can you make rain smell like vanilla?,Environment,not_genuine
2696,Mero bagan ma phool phuldainan. Phool phulaune byawastha garnu paryo.,Environment,not_genuine
2697,समुन्द्रमा पानी धेरै छ। यसले गर्दा संसार डुब्न सक्छ। पानी घटाउनुपर्छ।,Environment,not_genuine
2698,"The air in my room is too still. Can you send a small, personal breeze?",Environment,not_genuine
2699,Mero ghar ko aagan ma dhulo dherai aauchha. Dhulo lai rokna paryo.,Environment,not_genuine
2700,हिउँ किन सेतो हुन्छ? यसलाई रातो वा निलो बनाउन सकिँदैन?,Environment,not_genuine
2701,My neighbor's dog barks at the moon. Can you explain to the dog that the moon can't hear it?,Environment,not_genuine
2702,School ma classroom ko wall ma rang chaina. Ramro rang lagaunu paryo.,Education,not_genuine
2703,"मेरो छोरालाई स्कूलमा कार्टुन हेर्न दिँदैनन्। यो अन्याय हो, कार्टुन हेर्न दिनुपर्छ।",Education,not_genuine
2704,My daughter wants a permanent holiday from school. Please approve this.,Education,not_genuine
2705,Teacher le malai dherai homework dinuhuncha. Homework kam garna lagaunu paryo.,Education,not_genuine
2706,हाम्रो स्कूलको क्यान्टिनमा पानीपुरी पाइँदैन। पानीपुरीको व्यवस्था गर्नुपर्छ।,Education,not_genuine
2707,The school bell rings too loudly. My dog gets scared. Please change the sound to a gentle chime.,Education,not_genuine
2708,Mero chhora le school ma ball haraayo. Ball khojera dinu paryo.,Education,not_genuine
2709,"स्कूलमा बिहान बिहान व्यायाम गराउँछन्। मलाई अल्छी लाग्छ, यसलाई रोक्नुपर्छ।",Education,not_genuine
2710,My son wants to learn magic tricks in school. Please add a magic class.,Education,not_genuine
2711,Malai exam ma pass huna jadu chahiyo. Jadu ko byawastha gardinu paryo.,Education,not_genuine
2712,शिक्षकले बोर्डमा लेख्दा धेरै आवाज आउँछ। चकको सट्टामा साइलेन्ट मार्कर प्रयोग गर्नुपर्छ।,Education,not_genuine
2713,The school playground has grass. My daughter prefers sand. Please replace the grass.,Education,not_genuine
2714,School ko gate kholne bell dherai chito bajcha. Aru thapne bell rakhnu paryo.,Education,not_genuine
2715,हाम्रो कक्षाकोठामा गर्मी भयो। एसीको व्यवस्था गर्नुपर्छ।,Education,not_genuine
2716,My son wants a slide from his classroom directly to the playground. Please build it.,Education,not_genuine
2717,Mero chhora le school ma kura bujhena. Teacher lai bujhaune tarika sikaunu paryo.,Education,not_genuine
2718,स्कूलको शौचालयमा सुगन्ध आउँदैन। त्यहाँ सुगन्धित स्प्रे राख्नुपर्‍यो।,Education,not_genuine
2719,The school cafeteria food is too healthy. I want more junk food options.,Education,not_genuine
2720,Mero chhora le school ma sathi banauna sakeko chaina. Sathi banaune tutorial dinu paryo.,Education,not_genuine
2721,हाम्रो स्कूलको भित्तामा रङको कमी छ। त्यहाँ कार्टुनका चित्र बनाउनुपर्छ।,Education,not_genuine
2722,My daughter wants to be a princess. Can the school arrange for a princess costume and a crown during school hours?,Education,not_genuine
2723,Public road ma kura garnalai meeting point chaina. Euta meeting point banaidinu paryo.,Public Infrastructure,not_genuine
2724,सडकको छेउमा फूल फुल्दैन। सुन्दर फूल फुलाउने व्यवस्था गर्नुपर्छ।,Public Infrastructure,not_genuine
2725,The public park has too many trees. It's blocking the sunlight. Please cut some trees.,Public Infrastructure,not_genuine
2726,Mero ghar ko aagadi ko dhala ma macha le khelna man parayen. Macha ko lagi alag pokhari banaidinu paryo.,Public Infrastructure,not_genuine
2727,पुलमा धेरै मान्छे हिँड्छन्। मान्छेको भीडभाड कम गर्नुपर्छ।,Public Infrastructure,not_genuine
2728,The bus stop has no coffee machine. Please install one.,Public Infrastructure,not_genuine
2729,Mero galli ma hidda mero chhaya dherai lamo bhayo. Chhaya lai choto banaidinu paryo.,Public Infrastructure,not_genuine
2728,सडकमा सुतेको कुकुरले बाटो छेकिरहेको छ। कुकुरलाई उठाइदिनुपर्‍यो।,Public Infrastructure,not_genuine
2731,The public library books are too old. I want new bestsellers only.,Public Infrastructure,not_genuine
2732,Mero ghar ko aagadi ko bijuli ko tar le mero sapana bigaryo. Tar lai hataidinu paryo.,Public Infrastructure,not_genuine
2733,ढलको ढकनी धेरै भारी छ। यसलाई हलुका बनाउनुपर्छ।,Public Infrastructure,not_genuine
2734,The street sign is too high. I can't read it from my car. Please lower it.,Public Infrastructure,not_genuine
2735,Mero ghar ko bato ma goli hane jasto awaj aayo. Yo awaj lai rokna paryo.,Public Infrastructure,not_genuine
2736,सार्वजनिक प्रतीक्षालयमा मानिसहरू धेरै गफ गर्छन्। उनीहरूलाई चुप लगाउनुपर्छ।,Public Infrastructure,not_genuine
2737,The new public toilet doesn't have a specific room for meditating. Please add one.,Public Infrastructure,not_genuine
2738,Mero ghar ko chhat bata pani churiyo. Yo pani ko dhara le garda ho. Dhara ko disha feridinu paryo.,Public Infrastructure,not_genuine
2739,सडकमा गाडीको टायरको आवाज धेरै आयो। टायरलाई साइलेन्ट बनाउनुपर्छ।,Public Infrastructure,not_genuine
2740,The public park has too many birds. Their chirping is annoying. Please relocate them.,Public Infrastructure,not_genuine
2741,Mero ghar ko aagadi ko pole ma batti dherai chamkilo bhayo. Mero nindra bigryo.,Public Infrastructure,not_genuine
2742,सार्वजनिक शौचालयमा साबुन छैन। साबुनको व्यवस्था गर्नुपर्छ।,Public Infrastructure,not_genuine
2743,I want a dedicated lane on the road for rollerblading. Please build it.,Public Infrastructure,not_genuine
2744,Mero gau ko bato ma pani le bhijeko mato dherai chha. Tiniharu lai sukhai dinu paryo.,Public Infrastructure,not_genuine
2745,मेरो बारीको मुलाले बोल्दैन। यसलाई बोल्न सिकाउनुपर्छ।,Agriculture and Livestock,not_genuine
2746,My goat is not laughing at my jokes. Please arrange for a comedian to entertain it.,Agriculture and Livestock,not_genuine
2747,Mero kukhura le anda dine time ma tiktok banaudaina. Tyo time ma tiktok banaune byawastha gardinu paryo.,Agriculture and Livestock,not_genuine
2748,मेरो खेतमा फलेको गहुँको बाला धेरै सानो भयो। यसलाई ठूलो बनाउनुपर्‍यो।,Agriculture and Livestock,not_genuine
2749,My chickens are too lazy to lay eggs. Can you give them some stimulants?,Agriculture and Livestock,not_genuine
2750,Mero bhaisi le dherai paani khancha. Paani kam khana sikhaunu paryo.,Agriculture and Livestock,not_genuine
2751,मेरो बाख्राले अरुको खेतमा गएर घास खान्छ। उसलाई आफ्नो खेतमा मात्र खान सिकाउनु पर्‍यो।,Agriculture and Livestock,not_genuine
2752,My pet cat is not catching enough mice. Can you provide her with a hunting instructor?,Agriculture and Livestock,not_genuine
2753,Kheti ma malai haat le mal lagauna garo bhayo. Automatic mal lagaune system chahiyo.,Agriculture and Livestock,not_genuine
2754,"मेरो गाईको नाम 'काली' हो, तर उनी त्यति कालो छैनन्। उनको लागि रङको व्यवस्था गर्नुपर्‍यो।",Agriculture and Livestock,not_genuine
2755,The crops are getting sunburnt. Can you provide them with tiny sun hats?,Agriculture and Livestock,not_genuine
2756,Mero kukhura le bihana chito anda dinchha. Dherai chito anda dina rokna paryo.,Agriculture and Livestock,not_genuine
2757,बाख्राले घास खाँदा धेरै हल्ला गर्छ। उसलाई चुपचाप खान सिकाउनुपर्‍यो।,Agriculture and Livestock,not_genuine
2758,My scarecrow is too friendly. The birds are sitting on it. Can you make it more menacing?,Agriculture and Livestock,not_genuine
2759,Mero karesabari ko pyaj ko aakar gol bhayo. Lamo aakar ko banaidinu paryo.,Agriculture and Livestock,not_genuine
2760,मेरो कुकुरले मासु मात्रै खान खोज्छ। उसलाई शाकाहारी बनाउनुपर्‍यो।,Agriculture and Livestock,not_genuine
2761,The fruit on my tree is not ripe enough. Can you use some magic to ripen it faster?,Agriculture and Livestock,not_genuine
2762,Mero pakhalu janawar le mero kapada khaidiyo. Janawar lai sajae dinu paryo.,Agriculture and Livestock,not_genuine
2763,मेरो गाईले पानी धेरै पिउँछ। यसले गर्दा पानीको बिल धेरै आयो।,Agriculture and Livestock,not_genuine
2764,My chickens are not laying golden eggs. Please consult with a specialist.,Agriculture and Livestock,not_genuine
2765,Mero kukhura haru TikTok chalauchhan. Tiniharu lai kaam ma lagna lagaunu paryo.,Agriculture and Livestock,not_genuine
2766,"Nagar Prahari jyu, mero phone ma unknown message aayo. Yeslai rokna paryo.",Nagar Prahari,not_genuine
2767,मेरो छिमेकीले मेरो घरमा हेरेर हाँसे। उहाँलाई हाँस्न बन्द गर्न भन्नुहोस्।,Nagar Prahari,not_genuine
2768,My dog thinks he is a police dog. He is trying to arrest the mailman. Please stop him.,Nagar Prahari,not_genuine
2769,Mero jutta ma chikana lagyo. Safa garna madat chahiyo.,Nagar Prahari,not_genuine
2770,मैले आज बिहान चिया बनाउँदा चिनी सकियो। चिनी किनेर ल्याइदिनुहोस्।,Nagar Prahari,not_genuine
2771,My online game account was hacked. Please recover it for me.,Nagar Prahari,not_genuine
2772,Mero chhora le mero mobile hideko chha. Kahan lukayo khoj dinu paryo.,Nagar Prahari,not_genuine
2773,मेरो टोलमा बिहान-बिहान रेडियोमा धेरै गीत बज्छ। यसलाई रोक्नुपर्छ।,Nagar Prahari,not_genuine
2774,I lost my favorite sock. Can the police find it for me?,Nagar Prahari,not_genuine
2775,Mero ghar ma musa le khana khayio. Musa lai samatne kam garnu paryo.,Nagar Prahari,not_genuine
2776,मेरो श्रीमान्ले मलाई खाना बनाउन लगाउनुहुन्छ। यसमा रोक लगाइदिनुपर्‍यो।,Nagar Prahari,not_genuine
2777,The neighbor's cat is staring at me. I feel threatened. Please remove the cat.,Nagar Prahari,not_genuine
2778,Mero ghar ma batti gayo. Generator chalauna aaudaina. Madat chahiyo.,Nagar Prahari,not_genuine
2779,मैले नुहाउन पानी तताउँदा धेरै समय लाग्यो। यो पानी तताउनेलाई कारबाही हुनुपर्छ।,Nagar Prahari,not_genuine
2780,My internet is slow. Can you send someone to fix my Wi-Fi router immediately?,Nagar Prahari,not_genuine
2781,Mero sathi le mero secret disclose garidiyo. Uslai jail halidinu paryo.,Nagar Prahari,not_genuine
2782,मेरो छिमेकीले धेरै फूल रोप्छन्। यसले गर्दा मेरो घरमा किरा आउँछ।,Nagar Prahari,not_genuine
2783,I dreamt that someone stole my money. I need protection for my dreams.,Nagar Prahari,not_genuine
2784,Mero jhyal bata dhulo aayo. Dhulo lai rokna paryo.,Nagar Prahari,not_genuine
2785,सडकमा गाडीको हर्नले मेरो मुटु दुख्यो। हर्न बजाउन निषेध गर्नुपर्छ।,Nagar Prahari,not_genuine
2786,My cat is refusing to eat her expensive cat food. Can you investigate her eating habits?,Nagar Prahari,not_genuine
2787,Mero chhora le mobile game ma dherai paisa kharcha garyo. Mobile game ban garaidinu paryo.,Nagar Prahari,not_genuine
2788,मैले बिहान खाना खाएँ तर मेरो पेट अझै खाली छ। यो खानेकुरालाई कारबाही हुनुपर्छ।,Nagar Prahari,not_genuine
2789,The crows are cawing too loudly. Can you give them a warning?,Nagar Prahari,not_genuine
2790,Mero mobile ko wallpaper ma mero photo ramro aayena. Ramro photo khichna sikaunu paryo.,Nagar Prahari,not_genuine
2791,Aakash ma indreni niklenna. Aja indreni nikalidinu paryo.,Environment,not_genuine
2792,आज बिहान हावामा धेरै चिसो थियो। यसलाई तातो बनाउनुपर्छ।,Environment,not_genuine
2793,The sun is too bright today. Can you dim it down a bit?,Environment,not_genuine
2794,Mero ghar najikai ko phool le malai allergy bhayo. Tyo phool lai hataidinu paryo.,Environment,not_genuine
2795,चराहरूले मेरो कौसीमा धेरै गाह्रो आवाज निकाल्छन्। तिनीहरूलाई चुप लगाउनुपर्छ।,Environment,not_genuine
2796,My neighbor's plants are growing too tall. They are blocking my view of the sky.,Environment,not_genuine
2797,Khola ma paani dherai bagyo. Sabai paani bachaut raakhnu paryo.,Environment,not_genuine
2798,माटो धेरै गिलो भयो। यसलाई सुक्खा बनाउने उपाय चाहियो।,Environment,not_genuine
2799,The clouds are not fluffy enough. Can you make them softer and more artistic?,Environment,not_genuine
2800,Hawa ma dhulo dherai chha. Hawa lai dhulo rahit banaunu paryo.,Environment,not_genuine
2801,जंगलमा जनावरहरू धेरै बस्छन्। तिनीहरूलाई जनसंख्या नियन्त्रण गर्नुपर्छ।,Environment,not_genuine
2802,My garden hose is leaking. The water is going to waste. Please fix the ozone layer.,Environment,not_genuine
2803,Barsha dherai paryo. Mero ghar ko chhat bata pani churiyo. Chhat lai pakka banaunu paryo.,Environment,not_genuine
2804,मेरो घरको अगाडिको रूखले पात झार्छ। पात झार्न बन्द गर्नुपर्छ।,Environment,not_genuine
2805,The sound of the wind is too loud. It keeps me awake at night. Please silence it.,Environment,not_genuine
2806,Himal dherai chiso chha. Yeslai halka taato banaunu paryo.,Environment,not_genuine
2807,"नदीमा माछाहरू धेरै छन्। यिनीहरूले पानी फोहोर गर्छन्, माछालाई अन्यत्र सार्नुपर्छ।",Environment,not_genuine
2808,I don't like the smell of rain. Can you make rain smell like vanilla?,Environment,not_genuine
2809,Mero bagan ma phool phuldainan. Phool phulaune byawastha garnu paryo.,Environment,not_genuine
2810,समुन्द्रमा पानी धेरै छ। यसले गर्दा संसार डुब्न सक्छ। पानी घटाउनुपर्छ।,Environment,not_genuine
2811,"The air in my room is too still. Can you send a small, personal breeze?",Environment,not_genuine
2812,Mero ghar ko aagan ma dhulo dherai aauchha. Dhulo lai rokna paryo.,Environment,not_genuine
2813,हिउँ किन सेतो हुन्छ? यसलाई रातो वा निलो बनाउन सकिँदैन?,Environment,not_genuine
2814,My neighbor's dog barks at the moon. Can you explain to the dog that the moon can't hear it?,Environment,not_genuine
2815,School ma toilet ko pani dherai chiso chha. Taato pani ko byawastha garnu paryo.,Education,not_genuine
2816,मेरो छोरालाई स्कूलमा गणितमा राम्रो गर्दैन। उसलाई गणितको सट्टामा चित्रकला सिकाउनुपर्छ।,Education,not_genuine
2817,My daughter wants a celebrity to teach her class. Please arrange for a famous singer.,Education,not_genuine
2818,Teacher le malai 'timi chup lagera basa' bhannuhuncha. Ma chup lagera basna sakdina. Yeslai rokna paryo.,Education,not_genuine
2819,हाम्रो स्कूलको छतमा भूत नाच्यो। भूतलाई पक्रेर जेल हाल्नुपर्छ।,Education,not_genuine
2820,The school principal doesn't sing well. He should take singing lessons.,Education,not_genuine
2821,Mero chhora le school ma ball haraayo. Ball khojera dinu paryo.,Education,not_genuine
2822,"स्कूलमा बिहान बिहान व्यायाम गराउँछन्। मलाई अल्छी लाग्छ, यसलाई रोक्नुपर्छ।",Education,not_genuine
2823,My son wants to learn magic tricks in school. Please add a magic class.,Education,not_genuine
2824,Malai exam ma pass huna jadu chahiyo. Jadu ko byawastha gardinu paryo.,Education,not_genuine
2825,शिक्षकले बोर्डमा लेख्दा धेरै आवाज आउँछ। चकको सट्टामा साइलेन्ट मार्कर प्रयोग गर्नुपर्छ।,Education,not_genuine
2826,The school playground has grass. My daughter prefers sand. Please replace the grass.,Education,not_genuine
2827,School ko gate kholne bell dherai chito bajcha. Aru thapne bell rakhnu paryo.,Education,not_genuine
2828,हाम्रो कक्षाकोठामा गर्मी भयो। एसीको व्यवस्था गर्नुपर्छ।,Education,not_genuine
2829,My son wants a slide from his classroom directly to the playground. Please build it.,Education,not_genuine
2830,Mero chhora le school ma kura bujhena. Teacher lai bujhaune tarika sikaunu paryo.,Education,not_genuine
2831,स्कूलको शौचालयमा सुगन्ध आउँदैन। त्यहाँ सुगन्धित स्प्रे राख्नुपर्‍यो।,Education,not_genuine
2832,The school cafeteria food is too healthy. I want more junk food options.,Education,not_genuine
2833,Mero chhora le school ma sathi banauna sakeko chaina. Sathi banaune tutorial dinu paryo.,Education,not_genuine
2834,हाम्रो स्कूलको भित्तामा रङको कमी छ। त्यहाँ कार्टुनका चित्र बनाउनुपर्छ।,Education,not_genuine
2835,My daughter wants to be a princess. Can the school arrange for a princess costume and a crown during school hours?,Education,not_genuine
2836,Public road ma kura garnalai meeting point chaina. Euta meeting point banaidinu paryo.,Public Infrastructure,not_genuine
2837,सडकको छेउमा फूल फुल्दैन। सुन्दर फूल फुलाउने व्यवस्था गर्नुपर्छ।,Public Infrastructure,not_genuine
2838,The public park has too many trees. It's blocking the sunlight. Please cut some trees.,Public Infrastructure,not_genuine
2839,Mero ghar ko aagadi ko dhala ma macha le khelna man parayen. Macha ko lagi alag pokhari banaidinu paryo.,Public Infrastructure,not_genuine
2840,पुलमा धेरै मान्छे हिँड्छन्। मान्छेको भीडभाड कम गर्नुपर्छ।,Public Infrastructure,not_genuine
2841,The bus stop has no coffee machine. Please install one.,Public Infrastructure,not_genuine
2842,Mero galli ma hidda mero chhaya dherai lamo bhayo. Chhaya lai choto banaidinu paryo.,Public Infrastructure,not_genuine
2843,सडकमा सुतेको कुकुरले बाटो छेकिरहेको छ। कुकुरलाई उठाइदिनुपर्‍यो।,Public Infrastructure,not_genuine
2844,The public library books are too old. I want new bestsellers only.,Public Infrastructure,not_genuine
2845,Mero ghar ko aagadi ko bijuli ko tar le mero sapana bigaryo. Tar lai hataidinu paryo.,Public Infrastructure,not_genuine
2846,ढलको ढकनी धेरै भारी छ। यसलाई हलुका बनाउनुपर्छ।,Public Infrastructure,not_genuine
2847,The street sign is too high. I can't read it from my car. Please lower it.,Public Infrastructure,not_genuine
2848,Mero ghar ko bato ma goli hane jasto awaj aayo. Yo awaj lai rokna paryo.,Public Infrastructure,not_genuine
2849,सार्वजनिक प्रतीक्षालयमा मानिसहरू धेरै गफ गर्छन्। उनीहरूलाई चुप लगाउनुपर्छ।,Public Infrastructure,not_genuine
2850,The new public toilet doesn't have a specific room for meditating. Please add one.,Public Infrastructure,not_genuine
2851,Mero ghar ko chhat bata pani churiyo. Yo pani ko dhara le garda ho. Dhara ko disha feridinu paryo.,Public Infrastructure,not_genuine
2852,सडकमा गाडीको टायरको आवाज धेरै आयो। टायरलाई साइलेन्ट बनाउनुपर्छ।,Public Infrastructure,not_genuine
2853,The public park has too many birds. Their chirping is annoying. Please relocate them.,Public Infrastructure,not_genuine
2854,Mero ghar ko aagadi ko pole ma batti dherai chamkilo bhayo. Mero nindra bigryo.,Public Infrastructure,not_genuine
2855,सार्वजनिक शौचालयमा साबुन छैन। साबुनको व्यवस्था गर्नुपर्छ।,Public Infrastructure,not_genuine
2856,I want a dedicated lane on the road for rollerblading. Please build it.,Public Infrastructure,not_genuine
2857,Mero gau ko bato ma pani le bhijeko mato dherai chha. Tiniharu lai sukhai dinu paryo.,Public Infrastructure,not_genuine
2858,मेरो बारीको मुलाले बोल्दैन। यसलाई बोल्न सिकाउनुपर्छ।,Agriculture and Livestock,not_genuine
2859,My goat is not laughing at my jokes. Please arrange for a comedian to entertain it.,Agriculture and Livestock,not_genuine
2860,Mero kukhura le anda dine time ma tiktok banaudaina. Tyo time ma tiktok banaune byawastha gardinu paryo.,Agriculture and Livestock,not_genuine
2861,मेरो खेतमा फलेको गहुँको बाला धेरै सानो भयो। यसलाई ठूलो बनाउनुपर्‍यो।,Agriculture and Livestock,not_genuine
2862,My chickens are too lazy to lay eggs. Can you give them some stimulants?,Agriculture and Livestock,not_genuine
2863,Mero bhaisi le dherai paani khancha. Paani kam khana sikhaunu paryo.,Agriculture and Livestock,not_genuine
2864,मेरो बाख्राले अरुको खेतमा गएर घास खान्छ। उसलाई आफ्नो खेतमा मात्र खान सिकाउनु पर्‍यो।,Agriculture and Livestock,not_genuine
2865,My pet cat is not catching enough mice. Can you provide her with a hunting instructor?,Agriculture and Livestock,not_genuine
2866,Kheti ma malai haat le mal lagauna garo bhayo. Automatic mal lagaune system chahiyo.,Agriculture and Livestock,not_genuine
2867,"मेरो गाईको नाम 'काली' हो, तर उनी त्यति कालो छैनन्। उनको लागि रङको व्यवस्था गर्नुपर्‍यो।",Agriculture and Livestock,not_genuine
2868,The crops are getting sunburnt. Can you provide them with tiny sun hats?,Agriculture and Livestock,not_genuine
2869,Mero kukhura le bihana chito anda dinchha. Dherai chito anda dina rokna paryo.,Agriculture and Livestock,not_genuine
2870,बाख्राले घास खाँदा धेरै हल्ला गर्छ। उसलाई चुपचाप खान सिकाउनुपर्‍यो।,Agriculture and Livestock,not_genuine
2871,My scarecrow is too friendly. The birds are sitting on it. Can you make it more menacing?,Agriculture and Livestock,not_genuine
2872,Mero karesabari ko pyaj ko aakar gol bhayo. Lamo aakar ko banaidinu paryo.,Agriculture and Livestock,not_genuine
2873,मेरो कुकुरले मासु मात्रै खान खोज्छ। उसलाई शाकाहारी बनाउनुपर्‍यो।,Agriculture and Livestock,not_genuine
2874,The fruit on my tree is not ripe enough. Can you use some magic to ripen it faster?,Agriculture and Livestock,not_genuine
2875,Mero pakhalu janawar le mero kapada khaidiyo. Janawar lai sajae dinu paryo.,Agriculture and Livestock,not_genuine
2876,मेरो गाईले पानी धेरै पिउँछ। यसले गर्दा पानीको बिल धेरै आयो।,Agriculture and Livestock,not_genuine
2877,My chickens are not laying golden eggs. Please consult with a specialist.,Agriculture and Livestock,not_genuine
2878,Mero kukhura haru TikTok chalauchhan. Tiniharu lai kaam ma lagna lagaunu paryo.,Agriculture and Livestock,not_genuine
2879,"Nagar Prahari jyu, mero phone ma unknown message aayo. Yeslai rokna paryo.",Nagar Prahari,not_genuine
2880,मेरो छिमेकीले मेरो घरमा हेरेर हाँसे। उहाँलाई हाँस्न बन्द गर्न भन्नुहोस्।,Nagar Prahari,not_genuine
2881,My dog thinks he is a police dog. He is trying to arrest the mailman. Please stop him.,Nagar Prahari,not_genuine
2882,Mero jutta ma chikana lagyo. Safa garna madat chahiyo.,Nagar Prahari,not_genuine
2883,मैले आज बिहान चिया बनाउँदा चिनी सकियो। चिनी किनेर ल्याइदिनुहोस्।,Nagar Prahari,not_genuine
2884,My online game account was hacked. Please recover it for me.,Nagar Prahari,not_genuine
2885,Mero chhora le mero mobile hideko chha. Kahan lukayo khoj dinu paryo.,Nagar Prahari,not_genuine
2886,मेरो टोलमा बिहान-बिहान रेडियोमा धेरै गीत बज्छ। यसलाई रोक्नुपर्छ।,Nagar Prahari,not_genuine
2887,I lost my favorite sock. Can the police find it for me?,Nagar Prahari,not_genuine
2888,Mero ghar ma musa le khana khayio. Musa lai samatne kam garnu paryo.,Nagar Prahari,not_genuine
2889,मेरो श्रीमान्ले मलाई खाना बनाउन लगाउनुहुन्छ। यसमा रोक लगाइदिनुपर्‍यो।,Nagar Prahari,not_genuine
2890,The neighbor's cat is staring at me. I feel threatened. Please remove the cat.,Nagar Prahari,not_genuine
2891,Mero ghar ma batti gayo. Generator chalauna aaudaina. Madat chahiyo.,Nagar Prahari,not_genuine
2892,मैले नुहाउन पानी तताउँदा धेरै समय लाग्यो। यो पानी तताउनेलाई कारबाही हुनुपर्छ।,Nagar Prahari,not_genuine
2893,My internet is slow. Can you send someone to fix my Wi-Fi router immediately?,Nagar Prahari,not_genuine
2894,Mero sathi le mero secret disclose garidiyo. Uslai jail halidinu paryo.,Nagar Prahari,not_genuine
2895,मेरो छिमेकीले धेरै फूल रोप्छन्। यसले गर्दा मेरो घरमा किरा आउँछ।,Nagar Prahari,not_genuine
2896,I dreamt that someone stole my money. I need protection for my dreams.,Nagar Prahari,not_genuine
